dt_captura,no_emissor,link,no_tipo_rating,de_rating_br,de_rating_cp,de_rating_lp,dt_acao_rating,de_acao_rating,de_outlook,link_relatorio
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2015-05-15,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2015-02-11,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2014-11-13,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2014-08-15,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2014-05-05,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2014-02-13,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2013-12-06,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE C,https://www.austin.com.br/Historico-Rating/1700/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_C_,FIDCs,brBB+,,brBB+,2013-10-07,Rating Inicial,Estável,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2019-11-07,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/GGR_Prime_I_FIDC/9552
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2019-08-14,Confirmação,Estável,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2019-05-15,Confirmação,Estável,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2019-03-15,Confirmação,Estável,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2018-11-23,Observação Negativa,,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2018-08-14,Observação Negativa,,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brB-,,brB-,2018-06-05,Rebaixamento,,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brBB-,,brBB-,2018-03-06,Rebaixamento,,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brBB+,,brBB+,2017-12-13,Rebaixamento,,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brA-,,brA-,2017-09-13,Rebaixamento,,
2026-09-25,GGR PRIME I FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/2650/GGR_Prime_I_FIDC_-_Única_,FIDCs,brA,,brA,2017-03-03,Observação Negativa,,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2378/Global_Suppliers_FIDC_Multissetorial_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-05-29,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Global_Suppliers_FIDC_Multissetorial/7479
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2378/Global_Suppliers_FIDC_Multissetorial_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-02-15,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2378/Global_Suppliers_FIDC_Multissetorial_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2016-11-22,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2378/Global_Suppliers_FIDC_Multissetorial_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2016-03-03,Rating Inicial,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2017-05-29,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Global_Suppliers_FIDC_Multissetorial/7477
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2017-02-15,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2016-11-22,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2016-08-12,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2016-07-01,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2016-03-10,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2015-11-24,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2015-09-17,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2015-07-02,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2015-03-06,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2015-02-06,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/1567/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Mezanino_,FIDCs,brBBB-,,brBBB-,2014-05-26,Rating Inicial,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brD,,brD,2019-02-22,Rebaixamento,,https://www.austin.com.br/Relatorio/Rating/Global_Retail_FIDC_Multissetorial/8828
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brCCC,,brCCC,2017-07-07,Rebaixamento,,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB,,brBB,2016-12-05,Observação Negativa,,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB,,brBB,2016-08-05,Observação Negativa,,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2015-11-24,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2015-08-17,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2015-05-15,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2015-02-11,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2014-11-13,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2014-08-15,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2014-05-05,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2014-02-13,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2013-12-06,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/1568/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_D_,FIDCs,brBB+,,brBB+,2013-07-11,Rating Inicial,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brD,,brD,2019-02-22,Rebaixamento,,https://www.austin.com.br/Relatorio/Rating/Global_Retail_FIDC_Multissetorial/8829
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brCCC,,brCCC,2017-07-07,Rebaixamento,,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB,,brBB,2016-12-05,Observação Negativa,,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB,,brBB,2016-08-05,Observação Negativa,,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2015-11-24,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2015-08-17,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2015-05-15,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2015-02-11,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2014-11-13,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2014-08-15,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2014-05-05,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2014-02-13,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2013-12-06,Confirmação,Estável,
2026-09-25,GLOBAL RETAIL FIDC MULTISSETORIAL - MEZANINO CLASSE B,https://www.austin.com.br/Historico-Rating/1586/Global_Retail_FIDC_Multissetorial_-_Mezanino_Classe_B_,FIDCs,brBB+,,brBB+,2013-07-11,Rating Inicial,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2017-05-29,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Global_Suppliers_FIDC_Multissetorial/7478
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2017-02-15,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2016-11-22,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2016-08-12,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2016-07-01,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2016-03-10,Rebaixamento,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2015-11-24,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2015-09-17,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2015-07-02,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2015-03-06,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2015-02-06,Confirmação,Estável,
2026-09-25,GLOBAL SUPPLIERS FIDC MULTISSETORIAL - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/1882/Global_Suppliers_FIDC_Multissetorial_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2014-05-26,Rating Inicial,Estável,
2026-09-25,GLOBALCASH FIDC - SENIORES 2ª SÉRIE,https://www.austin.com.br/Historico-Rating/2604/Globalcash_FIDC_-_Seniores_2ª_série,FIDCs,brA,,brA,2019-08-08,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Globalcash_FIDC/9126
2026-09-25,GLOBALCASH FIDC - SENIORES 2ª SÉRIE,https://www.austin.com.br/Historico-Rating/2604/Globalcash_FIDC_-_Seniores_2ª_série,FIDCs,brA,,brA,2019-05-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SENIORES 2ª SÉRIE,https://www.austin.com.br/Historico-Rating/2604/Globalcash_FIDC_-_Seniores_2ª_série,FIDCs,brA,,brA,2019-02-15,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SENIORES 2ª SÉRIE,https://www.austin.com.br/Historico-Rating/2604/Globalcash_FIDC_-_Seniores_2ª_série,FIDCs,brA-,,brA-,2017-09-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SENIORES 2ª SÉRIE,https://www.austin.com.br/Historico-Rating/2604/Globalcash_FIDC_-_Seniores_2ª_série,FIDCs,brA-,,brA-,2017-02-10,Rating Inicial,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/2672/Globalcash_FIDC_-_Subordinadas_Mezanino_,FIDCs,brB,,brB,2020-04-02,Observação Negativa,,https://www.austin.com.br/Relatorio/Rating/Globalcash_FIDC/9882
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/2672/Globalcash_FIDC_-_Subordinadas_Mezanino_,FIDCs,brB,,brB,2019-08-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/2672/Globalcash_FIDC_-_Subordinadas_Mezanino_,FIDCs,brB,,brB,2019-05-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/2672/Globalcash_FIDC_-_Subordinadas_Mezanino_,FIDCs,brB,,brB,2019-02-15,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/2672/Globalcash_FIDC_-_Subordinadas_Mezanino_,FIDCs,brB-,,brB-,2017-05-11,Rating Inicial,Estável,
2026-09-25,GOPLAN FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/4439/Goplan_FIDC_-_Subordinadas_Mezanino_,FIDCs,brBB,,brBB,2024-03-05,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Goplan_FIDC/10810
2026-09-25,GOAL CONSIGNADO FIDC  - ÚNICA,https://www.austin.com.br/Historico-Rating/3778/Goal_Consignado_FIDC__-_Única_,FIDCs,brB-,,brB-,2021-03-05,Rating Preliminar,,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2411/Globalcash_FIDC_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2020-04-02,Observação Negativa,,https://www.austin.com.br/Relatorio/Rating/Globalcash_FIDC/9881
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2411/Globalcash_FIDC_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2019-08-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2411/Globalcash_FIDC_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2019-05-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2411/Globalcash_FIDC_-_Subordinadas_Júnior_,FIDCs,brB-,,brB-,2019-02-15,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2411/Globalcash_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2017-09-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2411/Globalcash_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2017-01-03,Rating Inicial,Estável,
2026-09-25,GOLDEN GATE BRIDGE FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/2779/Golden_Gate_Bridge_FIDC_-_Seniores_Única,FIDCs,brA-,,brA-,2017-09-04,Rating Preliminar,,https://www.austin.com.br/Relatorio/Rating/Golden_Gate_Bridge_FIDC/7655
2026-09-25,GLOBALCASH FIDC - SENIORES 3ª SÉRIE,https://www.austin.com.br/Historico-Rating/2928/Globalcash_FIDC_-_Seniores_3ª_série,FIDCs,brA,,brA,2019-08-08,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Globalcash_FIDC/9128
2026-09-25,GLOBALCASH FIDC - SENIORES 3ª SÉRIE,https://www.austin.com.br/Historico-Rating/2928/Globalcash_FIDC_-_Seniores_3ª_série,FIDCs,brA,,brA,2019-05-08,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SENIORES 3ª SÉRIE,https://www.austin.com.br/Historico-Rating/2928/Globalcash_FIDC_-_Seniores_3ª_série,FIDCs,brA,,brA,2019-02-15,Confirmação,Estável,
2026-09-25,GLOBALCASH FIDC - SENIORES 3ª SÉRIE,https://www.austin.com.br/Historico-Rating/2928/Globalcash_FIDC_-_Seniores_3ª_série,FIDCs,brA-,,brA-,2018-03-08,Rating Inicial,Estável,
2026-09-25,GOPLAN FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/4438/Goplan_FIDC_-_Seniores_Única,FIDCs,brBBB,,brBBB,2024-03-05,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Goplan_FIDC/10809
2026-09-25,GREEN FIDC SOLAR GD II - A1 / A2 / A3 - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3533/Green_FIDC_Solar_GD_II_-_A1___A2___A3_-_Subordinadas_Júnior_,FIDCs,brBB+,,brBB+,2022-06-24,Confirmação,Estável,
2026-09-25,GRANCRED FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1612/Grancred_FIDC_-_Subordinadas_,FIDCs,brB-,,brB-,2020-04-02,Observação Negativa,,https://www.austin.com.br/Relatorio/Rating/Grancred_FIDC/9856
2026-09-25,GRANCRED FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1612/Grancred_FIDC_-_Subordinadas_,FIDCs,brB-,,brB-,2019-11-11,Elevação,Estável,
2026-09-25,GRANCRED FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1612/Grancred_FIDC_-_Subordinadas_,FIDCs,brCCC,,brCCC,2019-07-19,Confirmação,Estável,
