dt_captura,no_emissor,link,no_tipo_rating,de_rating_br,de_rating_cp,de_rating_lp,dt_acao_rating,de_acao_rating,de_outlook,link_relatorio
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2012-07-12,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2011-04-28,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2010-05-23,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2007-08-01,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2006-03-31,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2005-04-25,Rating Inicial,Estável,
2026-09-25,BRADESCO LEASING (1ª EMISSÃO),https://www.austin.com.br/Historico-Rating/69/Bradesco_Leasing_(1ª_Emissão),Debêntures,brAAA,,brAAA,2005-03-07,Rating Inicial,Estável,
2026-09-25,BRADESCO LEASING (6ª EMISSÃO),https://www.austin.com.br/Historico-Rating/4049/Bradesco_Leasing_(6ª_Emissão),Debêntures,brAAA,,brAAA,2022-11-25,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (6ª EMISSÃO),https://www.austin.com.br/Historico-Rating/4049/Bradesco_Leasing_(6ª_Emissão),Debêntures,brAAA,,brAAA,2021-07-21,Confirmação,Estável,
2026-09-25,BRASIL MICROCRÉDITO DE IMPACTO SOCIAL FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/3727/Brasil_Microcrédito_de_Impacto_Social_FIDC_-_Seniores_Única,FIDCs,brCC,,brCC,2024-08-27,Rebaixamento,Negativa,https://www.austin.com.br/Relatorio/Rating/Brasil_Microcrédito_de_Impacto_Social_FIDC/11140
2026-09-25,BRASIL MICROCRÉDITO DE IMPACTO SOCIAL FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/3727/Brasil_Microcrédito_de_Impacto_Social_FIDC_-_Seniores_Única,FIDCs,brBBB+,,brBBB+,2022-08-05,Confirmação,Estável,
2026-09-25,BRASIL MICROCRÉDITO DE IMPACTO SOCIAL FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/3727/Brasil_Microcrédito_de_Impacto_Social_FIDC_-_Seniores_Única,FIDCs,brBBB+,,brBBB+,2021-06-21,Rating Inicial,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2023-08-07,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2021-07-21,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2017-04-17,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Bradesco_Leasing_(4ª_Emissão)/7345
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2014-03-24,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2012-07-31,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2011-06-07,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2010-04-09,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (4ª EMISSÃO),https://www.austin.com.br/Historico-Rating/72/Bradesco_Leasing_(4ª_Emissão),Debêntures,brAAA,,brAAA,2006-07-31,Rating Inicial,Estável,
2026-09-25,BRADESCO LEASING (7ª EMISSÃO),https://www.austin.com.br/Historico-Rating/1297/Bradesco_Leasing_(7ª_Emissão),Debêntures,brAAA,,brAAA,2022-11-25,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (7ª EMISSÃO),https://www.austin.com.br/Historico-Rating/1297/Bradesco_Leasing_(7ª_Emissão),Debêntures,brAAA,,brAAA,2021-07-21,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (7ª EMISSÃO),https://www.austin.com.br/Historico-Rating/1297/Bradesco_Leasing_(7ª_Emissão),Debêntures,brAAA,,brAAA,2018-10-02,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Bradesco_Leasing_(7ª_Emissão)/8483
2026-09-25,BRADESCO LEASING (7ª EMISSÃO),https://www.austin.com.br/Historico-Rating/1297/Bradesco_Leasing_(7ª_Emissão),Debêntures,brAAA,,brAAA,2014-03-17,Confirmação,Estável,
2026-09-25,BRADESCO LEASING (7ª EMISSÃO),https://www.austin.com.br/Historico-Rating/1297/Bradesco_Leasing_(7ª_Emissão),Debêntures,brAAA,,brAAA,2012-09-14,Rating Inicial,Estável,
2026-09-25,BRAVA I FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3578/Brava_I_FIDC_-_Subordinadas_Júnior_,FIDCs,brB,,brB,2020-07-23,Rating Preliminar,,https://www.austin.com.br/Relatorio/Rating/Brava_I_FIDC/10017
2026-09-25,BRASPOR FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/1888/Braspor_FIDC_-_Seniores_1ª_série,FIDCs,brBB,,brBB,2015-03-06,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Braspor_FIDC/5294
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA,,brA,2020-04-02,Observação Negativa,,https://www.austin.com.br/Relatorio/Rating/BRA_FIDC/9792
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA,,brA,2020-02-10,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA,,brA,2019-11-14,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA,,brA,2019-07-26,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA,,brA,2019-05-03,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA,,brA,2019-02-12,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2018-07-13,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2018-05-10,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2018-02-16,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-11-14,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-09-06,Elevação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brBBB+,,brBBB+,2017-02-14,Confirmação,Estável,
2026-09-25,BRA FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2525/BRA_FIDC_-_Seniores_1ª_série,FIDCs,brBBB+,,brBBB+,2016-09-14,Rating Inicial,Estável,
2026-09-25,BRISTOL FIDC - SUBORDINADAS MEZANINO II,https://www.austin.com.br/Historico-Rating/4732/Bristol_FIDC_-_Subordinadas_Mezanino_II_,FIDCs,brBB+,,brBB+,2024-08-15,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Bristol_FIDC/11129
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brCCC,,brCCC,2021-12-20,Rebaixamento,Estável,https://www.austin.com.br/Relatorio/Rating/Brazilian_Securities_(Série_2010-186)/10399
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brCCC,,brCCC,2021-12-20,Rebaixamento,Estável,https://www.austin.com.br/Relatorio/Rating/Brazilian_Securities_(Série_2010-186)/10376
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brBB+,,brBB+,2020-02-18,Rebaixamento,Negativa,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brA,,brA,2019-02-04,Rebaixamento,Estável,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brA+,,brA+,2018-02-05,Rebaixamento,Estável,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brAA-,,brAA-,2016-01-26,Confirmação,Estável,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brAA-,,brAA-,2014-12-02,Confirmação,Estável,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brAA-,,brAA-,2013-11-13,Confirmação,Estável,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brAA-,,brAA-,2012-01-20,Confirmação,Estável,
2026-09-25,BRAZILIAN SECURITIES (SÉRIE 2010-186),https://www.austin.com.br/Historico-Rating/638/Brazilian_Securities_(Série_2010-186),CRIs,brAA-,,brAA-,2010-12-02,Rating Inicial,Estável,
2026-09-25,BRISTOL FIDC - SENIORES 6ª SÉRIE,https://www.austin.com.br/Historico-Rating/4729/Bristol_FIDC_-_Seniores_6ª_série,FIDCs,brA-,,brA-,2024-08-15,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Bristol_FIDC/11126
2026-09-25,BRISTOL FIDC - SENIORES 5ª SÉRIE,https://www.austin.com.br/Historico-Rating/4730/Bristol_FIDC_-_Seniores_5ª_série,FIDCs,brA-,,brA-,2024-08-15,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Bristol_FIDC/11127
2026-09-25,BRISTOL FIDC - MEZANINO CLASSE D,https://www.austin.com.br/Historico-Rating/4731/Bristol_FIDC_-_Mezanino_Classe_D_,FIDCs,brBBB,,brBBB,2024-08-15,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Bristol_FIDC/11128
2026-09-25,BRISTOL FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3362/Bristol_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2024-08-15,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Bristol_FIDC/11125
2026-09-25,BRISTOL FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3362/Bristol_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2020-04-02,Observação Negativa,,
2026-09-25,BRISTOL FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3362/Bristol_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2020-03-13,Confirmação,Estável,
2026-09-25,BRISTOL FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3362/Bristol_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2019-10-17,Rating Inicial,Estável,
2026-09-25,BRISTOL FIDC - MEZANINO CLASSE A,https://www.austin.com.br/Historico-Rating/3361/Bristol_FIDC_-_Mezanino_Classe_A_,FIDCs,brBBB,,brBBB,2024-08-15,Elevação,Estável,https://www.austin.com.br/Relatorio/Rating/Bristol_FIDC/11124
2026-09-25,BRISTOL FIDC - MEZANINO CLASSE A,https://www.austin.com.br/Historico-Rating/3361/Bristol_FIDC_-_Mezanino_Classe_A_,FIDCs,brB-,,brB-,2020-04-02,Observação Negativa,,
2026-09-25,BRISTOL FIDC - MEZANINO CLASSE A,https://www.austin.com.br/Historico-Rating/3361/Bristol_FIDC_-_Mezanino_Classe_A_,FIDCs,brB-,,brB-,2020-03-13,Confirmação,Estável,
2026-09-25,BRISTOL FIDC - MEZANINO CLASSE A,https://www.austin.com.br/Historico-Rating/3361/Bristol_FIDC_-_Mezanino_Classe_A_,FIDCs,brB-,,brB-,2019-10-17,Rating Inicial,Estável,
2026-09-25,BRZ AKRK CONSIGNADOS V FIDC  - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/4809/BRZ_AKRK_Consignados_V_FIDC__-_Seniores_Única,FIDCs,brAA-,,brAA-,2024-08-21,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/BRZ_AKRK_Consignados_V_FIDC_/11225
2026-09-25,BRZ AKRK CONSIGNADOS V FIDC  - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/4810/BRZ_AKRK_Consignados_V_FIDC__-_Subordinadas_Mezanino_,FIDCs,brA-,,brA-,2024-08-21,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/BRZ_AKRK_Consignados_V_FIDC_/11226
2026-09-25,BRZ CONSIGNADOS VI FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/4588/BRZ_Consignados_VI_FIDC_-_Seniores_Única,FIDCs,brAA-,,brAA-,2024-07-10,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/BRZ_Consignados_VI_FIDC/10928
2026-09-25,BRZ CONSIGNADOS VI FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/4590/BRZ_Consignados_VI_FIDC_-_Subordinadas_Júnior_,FIDCs,brBB,,brBB,2024-07-10,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/BRZ_Consignados_VI_FIDC/10930
2026-09-25,BRZ TECFIT FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/4654/BRZ_TECFIT_FIDC_-_Seniores_Única,FIDCs,brB-,,brB-,2024-08-09,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/BRZ_TECFIT_FIDC/11028
2026-09-25,BRZ CONSIGNADOS VI FIDC - SUBORDINADAS MEZANINO,https://www.austin.com.br/Historico-Rating/4589/BRZ_Consignados_VI_FIDC_-_Subordinadas_Mezanino_,FIDCs,brA-,,brA-,2024-07-10,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/BRZ_Consignados_VI_FIDC/10929
2026-09-25,BTAG MASTER I FIAGRO - DC - ÚNICA,https://www.austin.com.br/Historico-Rating/4655/BTAG_MASTER_I_FIAGRO_-_DC_-_Única_,FIDCs,brA,,brA,2024-08-08,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/BTAG_MASTER_I_FIAGRO_-_DC/11029
2026-09-25,BTG PACTUAL CRÉDITO AGRÍCOLA FIAGRO  - ÚNICA,https://www.austin.com.br/Historico-Rating/3946/BTG_Pactual_Crédito_Agrícola_FIAGRO__-_Única_,FIDCs,brA+,,brA+,2022-08-12,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/BTG_Pactual_Crédito_Agrícola_FIAGRO_/10400
2026-09-25,BTG PACTUAL CRÉDITO AGRÍCOLA FIAGRO  - ÚNICA,https://www.austin.com.br/Historico-Rating/3946/BTG_Pactual_Crédito_Agrícola_FIAGRO__-_Única_,FIDCs,brA+,,brA+,2022-01-20,Rating Inicial,Estável,
2026-09-25,BUDAPESTE FIDC - ÚNICA,https://www.austin.com.br/Historico-Rating/3819/Budapeste_FIDC_-_Única_,FIDCs,brBB,,brBB,2021-05-10,Rating Inicial,Estável,https://www.austin.com.br/Relatorio/Rating/Budapeste_FIDC/10214
2026-09-25,CAMPO ARADO FIAGRO-DC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/4870/Campo_Arado_FIAGRO-DC_-_Seniores_Única,FIDCs,brBB,,brBB,2024-12-20,Rating Inicial,Estável,
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2018-05-30,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Canadá_Invest_FIDC/8066
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2018-02-08,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-12-07,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-08-18,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-05-15,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2017-02-15,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SENIORES 1ª SÉRIE,https://www.austin.com.br/Historico-Rating/2546/Canadá_Invest_FIDC_-_Seniores_1ª_série,FIDCs,brA-,,brA-,2016-11-03,Rating Inicial,Estável,
2026-09-25,CALLOWAY FIDC  - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/3773/Calloway_FIDC__-_Subordinadas_Júnior_,FIDCs,brBBB+,,brBBB+,2021-03-24,Rating Preliminar,,
2026-09-25,CAPTALYS MPME FIDC - SENIORES ÚNICA,https://www.austin.com.br/Historico-Rating/3669/Captalys_MPME_FIDC_-_Seniores_Única,FIDCs,brAA,,brAA,2020-12-14,Rating Preliminar,,https://www.austin.com.br/Relatorio/Rating/Captalys_MPME_FIDC/10106
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCC,,brCC,2019-11-04,Confirmação,Estável,https://www.austin.com.br/Relatorio/Rating/Canadá_Invest_FIDC/9522
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCC,,brCC,2019-07-23,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCC,,brCC,2019-05-03,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCC,,brCC,2019-01-18,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2018-05-30,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2018-02-08,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2017-12-07,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2017-08-18,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2017-05-15,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2017-02-15,Observação Negativa,,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2016-11-03,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2016-08-12,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2016-06-03,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2016-01-20,Confirmação,Estável,
2026-09-25,CANADÁ INVEST FIDC - SUBORDINADAS JÚNIOR,https://www.austin.com.br/Historico-Rating/2159/Canadá_Invest_FIDC_-_Subordinadas_Júnior_,FIDCs,brCCC,,brCCC,2015-04-13,Rating Inicial,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2020-04-02,Observação Negativa,,https://www.austin.com.br/Relatorio/Rating/Capital_Annex_FIDC/9813
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2020-02-11,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2019-11-13,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2019-08-15,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2019-05-13,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2019-01-18,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2018-08-01,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2018-05-11,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2018-02-09,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2017-11-14,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2017-08-09,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2017-05-12,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB,,brB,2017-02-15,Elevação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB-,,brB-,2016-11-16,Confirmação,Estável,
2026-09-25,CAPITAL ANNEX FIDC - SUBORDINADAS,https://www.austin.com.br/Historico-Rating/1737/Capital_Annex_FIDC_-_Subordinadas_,FIDCs,brB-,,brB-,2016-08-05,Confirmação,Estável,
