dt_captura,no_emissor,no_setor,link
2026-09-25,NOVA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29082
2026-09-25,VALECRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29080
2026-09-25,REALINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29079
2026-09-25,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29029
2026-09-25,JC 4870 VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS FIDC-NP,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29061
2026-09-25,SC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29054
2026-09-25,CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADO,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29044
2026-09-25,PORTLAND CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29048
2026-09-25,VERSATILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29042
2026-09-25,Violin 8432 (2) Créditos Judiciais Fundo de Investimento em Direitos Creditórios Não-Padronizados,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29049
2026-09-25,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29060
2026-09-25,FRUIT CREEK CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29043
2026-09-25,MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29041
