dt_captura,no_emissor,link
2026-09-25,Vert Companhia Securitizadora S.A. - 1ª e 2ª Séries da 87ª Emissão de CRAs (Risco Ultrapar),
2026-09-25,Vert Companhia Securitizadora S.A. - 1ª e 2ª Séries da 88ª Emissão de CRAs (Risco Ultrapar),
2026-09-25,Vert Companhia Securitizadora S.A. - Série Única da 72ª Emissão de CRAs (Risco Ultrapar),
2026-09-25,Vert Companhia Securitizadora S.A. - Série Única da 77ª Emissão de CRAs (Risco Klabin),
2026-09-25,Vert Companhia Securitizadora S.A. – 1ª Série da 8ª Emissão de Debêntures (Banco Pine),
2026-09-25,Vert Companhia Securitizadora S.A. – Série Única da 63ª Emissão de CRAs (Risco Ultrapar),
2026-09-25,Vert Companhia Securitizadora – Série Única da 38ª Emissão de Debêntures (Risco Vita Sertão),
2026-09-25,Via Invest II Fundo de Investimento em Direitos Creditórios Responsabilidade Limitada,
2026-09-25,Virgo Companhia de Securitização - 1ª e 2ª Séries da 76ª  Emissão de CRIs (Risco Ânima),
2026-09-25,WEG Integradores Fundo de Investimento em Direitos Creditórios Recebíveis Comerciais Responsabilidade Limitada,
2026-09-25,XP Return I Consignado Fundo de Investimento em Direitos Creditórios Responsabilidade Limitada,
2026-09-25,Rio Bravo Renda Varejo Fundo de Investimento Imobiliário de Responsabilidade Limitada,
2026-09-25,4UM Gestão de Recursos Ltda.,
2026-09-25,ARX Investimentos Ltda,
2026-09-25,AZ Quest Investimentos Ltda.,
2026-09-25,"Agrolend Sociedade de Credito, Financiamento e Investimento S.A.",
2026-09-25,Alaska Investimentos Ltda,
2026-09-25,Associação de Poupança e Empréstimo - Poupex,
2026-09-25,Atmos Capital Gestão de Recursos Ltda.,
2026-09-25,Avla Seguros Brasil S.A.,
2026-09-25,BB Gestão de Recursos DTVM S.A.,
2026-09-25,BNDES Participações S.A. - BNDESPAR,
2026-09-25,BR Partners Banco de Investimento S.A.,
2026-09-25,BRB – Banco de Brasília S.A.,
2026-09-25,BRZ Investimentos Ltda.,
2026-09-25,Bahia AM Renda Fixa Ltda.,
2026-09-25,Bahia AM Renda Variável Ltda.,
2026-09-25,Banco ABC Brasil S.A.,
2026-09-25,Banco Agibank S.A.,
2026-09-25,Banco BMG S.A.,
2026-09-25,Banco BOCOM BBM S.A.,
2026-09-25,Banco BS2 S.A.,
2026-09-25,Banco BTG Pactual S.A.,
2026-09-25,Banco Bari de Investimentos e Financiamentos S.A.,
2026-09-25,Banco Bradesco S.A.,
2026-09-25,Banco Brasileiro de Credito S.A.,
2026-09-25,Banco Caixa Geral - Brasil S.A.,
2026-09-25,Banco Cooperativo Sicoob S.A.,
2026-09-25,Banco Cooperativo Sicredi S.A.,
2026-09-25,Banco Daycoval S.A.,
2026-09-25,Banco Fator S.A.,
2026-09-25,Banco Guanabara S.A.,
2026-09-25,Banco Honda S.A.,
2026-09-25,Banco Industrial do Brasil S.A.,
2026-09-25,Banco Inter S.A.,
2026-09-25,Banco J Safra S.A. (Divisão Gestão de Recursos),
2026-09-25,Banco Luso Brasileiro S.A.,
2026-09-25,Banco Mercedes-Benz do Brasil S.A.,
2026-09-25,Banco Mizuho do Brasil S.A.,
2026-09-25,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,
2026-09-25,Banco PAN S.A.,
2026-09-25,Banco Pine S.A.,
2026-09-25,Banco RCI Brasil S.A.,
2026-09-25,Banco Regional de Desenvolvimento do Extremo Sul - BRDE,
2026-09-25,Banco Ribeirão Preto S.A.,
2026-09-25,Banco Safra S.A.,
2026-09-25,Banco Santander (Brasil) S.A.,
2026-09-25,Banco Seguro S.A.,
2026-09-25,Banco Senff S.A.,
2026-09-25,Banco Stellantis S.A.,
2026-09-25,Banco Topázio S.A.,
2026-09-25,Banco Traton Brasil S.A.,
2026-09-25,Banco Volkswagen S.A.,
2026-09-25,Banco Votorantim S.A. (Banco BV),
2026-09-25,Banco Yamaha Motor Do Brasil S.A.,
2026-09-25,Banco da Amazônia S.A.,
2026-09-25,Banco da China Brasil S.A.,
2026-09-25,Banco de Desenvolvimento de Minas Gerais S.A.,
2026-09-25,Banco do Brasil S.A.,
2026-09-25,Banco do Estado de Sergipe S.A.,
2026-09-25,Banco do Estado do Espirito Santo S.A. - Banestes,
2026-09-25,Banco do Estado do Pará S.A.,
2026-09-25,Banco do Estado do Rio Grande do Sul S.A.,
2026-09-25,Banco do Nordeste do Brasil S.A.,
2026-09-25,Banestes Distribuidora de Títulos e Valores Mobiliários S.A.,
2026-09-25,Brasilprev Seguros e Previdência S.A.,
2026-09-25,CAIXA Distribuidora de Títulos e Valores Mobiliários,
2026-09-25,CDHU - Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo,
2026-09-25,COOPERFORTE Cooperativa de Crédito e Investimentos Ltda.,
2026-09-25,Caixa Economica Federal (CAIXA),
2026-09-25,Capitânia S.A.,
2026-09-25,Chubb Seguros Brasil S.A.,
2026-09-25,Cielo S.A.,
2026-09-25,Cooperativa Central de Credito Unicred do Brasil - Unicred do Brasil,
2026-09-25,Cooperativa Central de Crédito e Economia com Interação Solidária – Cresol Central Brasil,
2026-09-25,"Cooperativa de Crédito dos Médicos, Profissionais da Saúde e Empresários de Mato Grosso",
2026-09-25,CrediSIS - Central de Cooperativas de Crédito Ltda.,
2026-09-25,Crescera Gestão de Recursos Ltda.,
2026-09-25,Dahlia Capital Gestão de Recursos Ltda,
2026-09-25,Daycoval Asset Management Administração de Recursos Ltda.,
2026-09-25,Fator Seguradora S.A.,
2026-09-25,Franklin Templeton Brasil Ltda,
2026-09-25,HDI Global Seguros S.A.,
2026-09-25,HIX Investimentos Ltda,
2026-09-25,HSI Gestora de Ativos Financeiros Ltda.,
2026-09-25,HSI Gestora de Credito Privado Ltda.,
2026-09-25,HSI Gestora de Fundos Imobiliários Ltda.,
2026-09-25,HSI Gestora de Real Estate Private Equity Ltda.,
2026-09-25,ICBC do Brasil Banco Múltiplo S.A.,
2026-09-25,Ibiuna Açoes Gestão de Recursos Ltda.,
2026-09-25,Ibiuna Credito Gestão de Recursos Ltda.,
2026-09-25,Ibiuna Macro Gestão de Recursos Ltda.,
2026-09-25,Icatu Vanguarda Gestão de Recursos Ltda.,
2026-09-25,Indie Capital Investimentos Ltda.,
2026-09-25,Integral Investimentos LTDA,
2026-09-25,Inter Asset Gestao De Recursos Ltda,
2026-09-25,Itau Seguros S.A.,
2026-09-25,Itaú Unibanco Holding S.A.,
2026-09-25,Itaú Unibanco S.A.,
2026-09-25,Itaúsa S.A.,
2026-09-25,Leblon Equities Gestão de Recursos Ltda.,
2026-09-25,Leto Asset Management Ltda,
2026-09-25,MOS Gestão de Investimentos Ltda,
2026-09-25,Mapfre Investimentos Ltda.,
2026-09-25,Mongeral Aegon Investimentos Ltda.,
2026-09-25,Mongeral Aegon Renda Variavel Ltda.,
2026-09-25,Navi Capital - Administradora e Gestora de Recursos Ltda.,
2026-09-25,Navi Real Estate Selection - Administradora e Gestora de Recursos Financeiros Ltda.,
2026-09-25,Navi Yield Administradora e Gestora de Recursos Financeiros Ltda.,
2026-09-25,"Neon Financeira - Crédito, Financiamento e Investimento S.A.",
2026-09-25,Neon Pagamentos S.A. - Instituição de Pagamentos,
2026-09-25,Norte Asset Management Gestão De Recursos S.A.,
2026-09-25,Nu Asset Management Ltda,
2026-09-25,Nu Financeira S.A.,
2026-09-25,Oceana Investimentos,
2026-09-25,Ouribank S.A. Banco Múltiplo,
2026-09-25,Oxy Companhia Hipotecária S.A.,
2026-09-25,Perfin Equities Administração de Recursos Ltda.,
2026-09-25,Perfin Infra Administração de Recursos Ltda.,
2026-09-25,PicPay Bank - Banco Múltiplo S.A.,
2026-09-25,Polo Capital Gestão De Recursos Ltda.,
2026-09-25,Principal Asset Management Ltda.,
2026-09-25,"Qista S.A. - Crédito, Financiamento e Investimento",
2026-09-25,RBR Gestão de Recursos Ltda.,
2026-09-25,RBR Private Equity Gestão de Recursos Ltda,
2026-09-25,Real Investor Asset Management Ltda,
2026-09-25,Riza Allocation Gestora de Recursos Ltda.,
2026-09-25,Riza Gestora de Recursos Ltda.,
2026-09-25,Riza Líquidos Gestora de Recursos Ltda.,
2026-09-25,Riza Securitização e Carteiras Gestora de Recursos Ltda.,
2026-09-25,SPX Gestão de Recursos Ltda.,
2026-09-25,Safra Asset Corretora de Títulos e Valores Mobiliários S.A.,
2026-09-25,Safra Distribuidora de Títulos e Valores Mobiliários Ltda. S.A.,
2026-09-25,Santander Brasil Gestão de Recursos Ltda.,
2026-09-25,Scania Banco S.A.,
2026-09-25,Scotiabank Brasil S.A. Banco Múltiplo,
2026-09-25,Sharp Capital Gestora de Recursos Ltda.,
2026-09-25,Sicoob Credicom - Cooperativa de Economia e Crédito Mútuo dos Médicos e Profissionais da Área de Saúde do Brasil Ltda.,
2026-09-25,Solis Investimentos Ltda,
2026-09-25,Somma Investimentos S.A.,
2026-09-25,Spectra Investimentos Ltda.,
2026-09-25,Stark Bank S.A. – Instituição de Pagamento,
2026-09-25,"Stellantis Financiamentos Sociedade de Crédito, Financiamento e Investimento S.A.",
2026-09-25,"Stone Sociedade de Crédito, Financiamento e Investimento S.A.",
2026-09-25,Swiss Re Corporate Solutions Brasil Seguros S.A.,
2026-09-25,Tokio Marine Seguradora S.A.,
2026-09-25,Trígono Capital Ltda.,
2026-09-25,Uniprime Pioneira Cooperativa de Crédito,
2026-09-25,"Uniprime do Iguaçu – Cooperativa de Crédito, Poupança e Investimento",
2026-09-25,Vinci Equities Gestora de Recursos Ltda.,
2026-09-25,Vinci Gestora de Recursos Ltda,
2026-09-25,Vinci Soluções de Investimentos Ltda.,
2026-09-25,Vinland Capital Management Crédito Privado Gestora de Recursos Ltda.,
2026-09-25,Vinland Capital Management Gestora de Recursos Ltda,
2026-09-25,XP Advisory Gestão de Recursos Ltda.,
2026-09-25,XP Allocation Asset Management Ltda.,
2026-09-25,XP Gestão de Recursos Ltda.,
2026-09-25,XP Vista Asset Management Ltda.,
2026-09-25,AXS Energia UFV Goias SPE S.A.,
2026-09-25,Araucária Saneamento S.A.,
2026-09-25,BRVias Holding VRD S.A.,
2026-09-25,Babilônia Holding S.A.,
2026-09-25,Beta Produtora de Energia SPE S.A.,
2026-09-25,Bloco de Onze Aeroportos do Brasil S.A.,
2026-09-25,CEA II - Centrais Eólicas Assuruá II SPE S.A.,
2026-09-25,Caragua Luz S.A. SPE,
2026-09-25,Ciranda I Holding S.A.,
2026-09-25,Concessionaria Das Rodovias Integradas do Sul S.A.,
2026-09-25,Concessionaria do Rodoanel Oeste S.A.,
2026-09-25,Concessionária Aeroporto Internacional de Natal S.A. (Zurich Airports),
2026-09-25,Concessionária Rota das Bandeiras S.A.,
2026-09-25,Concessionária Rota do Oeste S.A.,
2026-09-25,Concessionária da Rodovia dos Lagos S.A. (CCR ViaLagos),
2026-09-25,Concessionária das Linhas 5 e 17 do Metrô de São Paulo S.A. (ViaMobilidade),
2026-09-25,Concessionária das Linhas 8 e 9 do Sistema de Trens Metropolitanos de São Paulo S.A.,
2026-09-25,Concessionária de Rodovias Rota dos Grãos S.A.,
2026-09-25,Concessionária do Sistema Anhanguera-Bandeirantes S.A. (CCR AutoBAn),
2026-09-25,Concessionária do Sistema Rodoviário Rio - São Paulo S.A. (CCR Riosp),
2026-09-25,DIX Empreendimentos S.A.,
2026-09-25,EPR Litoral Pioneiro S.A.,
2026-09-25,Electra PCH Buriti SPE S.A.,
2026-09-25,Geradora Eólica Bons Ventos da Serra 2 S.A.,
2026-09-25,Goiás Transmissão S.A.,
2026-09-25,Grande Sertão I Transmissora De Energia S.A.,
2026-09-25,Grande Sertão III Transmissora De Energia S.A.,
2026-09-25,Iguá Sergipe S.A.,
2026-09-25,Janaúba Transmissora de Energia Elétrica S.A.,
2026-09-25,Januario de Napoli Geracao de Energia S.A.,
2026-09-25,Lajeado Energia S.A.,
2026-09-25,Marituba Transmissao de Energia S.A.,
2026-09-25,Mata de Santa Genebra Transmissão S.A.,
2026-09-25,Mez 6 Energia S.A.,
2026-09-25,Nova Mobi Pernambuco – SPE S.A.,
2026-09-25,Olindina Participações S.A.,
2026-09-25,Ourinhos Saneamento S.A.,
2026-09-25,Ouro Preto Serviços de Saneamento S.A. (Saneouro),
2026-09-25,PAX Investimentos em Aeroportos S.A,
2026-09-25,PCH BV II Geração de Energia S.A.,
2026-09-25,PRS Aeroportos S.A.,
2026-09-25,Pomerwasser Ambiental S.P.E. S.A.,
2026-09-25,Portocem Geração de Energia S.A.,
2026-09-25,Quantum Mantiqueira Participações S.A.,
2026-09-25,Quantum Participações S.A.,
2026-09-25,Rio Casca Energética S.A.,
2026-09-25,Rodovias Integradas do Oeste S.A. (CCR SPVias),
2026-09-25,Rodovias do Brasil Holding S.A.,
2026-09-25,SPE Concessionária Voe XAP S.A.,
2026-09-25,SPE Concessionária do Aeroporto de Ilhéus S.A.,
2026-09-25,SPE Novo Norte Aeroportos S.A.,
2026-09-25,Serra do Facão Energia S.A.,
2026-09-25,TERP GLBL Brasil I Participações S.A.,
2026-09-25,Thopen Solar 02 S.A. (sucessora da RZK Solar 02 S.A.),
2026-09-25,Thopen Solar 07 S.A. (sucessora da RZK Solar 07 S.A.),
2026-09-25,Thopen Solar 10 S.A.,
2026-09-25,Thopen Solar 12 SPE S.A.,
2026-09-25,Thopen Solar 55 SPE S.A.,
2026-09-25,Transenergia Renovável S.A.,
2026-09-25,Transenergia São Paulo S.A.,
2026-09-25,Tropicália Transmissora de Energia S.A.,
2026-09-25,Urbeluz Energética S.A.,
2026-09-25,Via Brasil BR 163 Concessionária de Rodovias S.A.,
2026-09-25,Vita Sertão Concessionaria de Saneamento S.A.,
2026-09-25,Xingu Rio Transmissora de Energia S.A.,
2026-09-25,Águas do Sertão S.A.,
2026-09-25,Estado do Maranhão,
2026-09-25,Estado do Paraná,
