dt_captura,agencia,no_emissor_padronizado,no_emissor_original,no_tipo_rating,de_rating_br,de_outlook,dt_acao_rating,link
2026-09-25,Fitch,BANCO FIBRA,Banco Fibra S.A.,Support Rating,WD,,2022-03-11,https://www.fitchratings.com/entity/banco-fibra-sa-80360734
2026-09-25,Fitch,BANCO FIBRA,Banco Fibra S.A.,Support Rating Floor,WD,,2022-03-11,https://www.fitchratings.com/entity/banco-fibra-sa-80360734
2026-09-25,Fitch,COMPANHIA GAS ESTADO RIO GRANDE SUL,Companhia de Gas do Estado do Rio Grande do Sul,National Long Term Rating,AA(bra),Rating Outlook Negative,2026-09-23,https://www.fitchratings.com/entity/companhia-de-gas-do-estado-do-rio-grande-do-sul-97787579
2026-09-25,Fitch,UHE SAO SIMAO ENERGIA,UHE Sao Simao Energia S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-23,https://www.fitchratings.com/entity/uhe-sao-simao-energia-sa-97786623
2026-09-25,Fitch,SPIC ENERGIA PARTICIPACOES,Spic Brasil Energia Participacoes S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-23,https://www.fitchratings.com/entity/spic-brasil-energia-participacoes-sa-97786085
2026-09-25,Fitch,COMPANHIA PIRATININGA FORCA LUZ,Companhia Piratininga de Forca e Luz,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cia-piratininga-de-forca-e-luz-sa-91549891
2026-09-25,Fitch,CPFL GERACAO ENERGIA,CPFL Geracao de Energia S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cpfl-geracao-de-energia-sa-94139890
2026-09-25,Fitch,CPFL ENERGIAS RENOVAVEIS,CPFL Energias Renovaveis S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cpfl-energias-renovaveis-sa-96223356
2026-09-25,Fitch,CPFL COMERCIALIZACAO,CPFL Comercializacao Brasil S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cpfl-comercializacao-brasil-sa-96953770
2026-09-25,Fitch,COMPANHIA JAGUARI ENERGIA,Companhia Jaguari de Energia,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/companhia-jaguari-de-energia-97453053
2026-09-25,Fitch,CPFL ENERGIA,CPFL Energia S.A.,Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cpfl-energia-sa-80492394
2026-09-25,Fitch,CPFL ENERGIA,CPFL Energia S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cpfl-energia-sa-80492394
2026-09-25,Fitch,CPFL ENERGIA,CPFL Energia S.A.,Local Currency Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/cpfl-energia-sa-80492394
2026-09-25,Fitch,COMPANHIA PAULISTA FORCA LUZ,Companhia Paulista de Forca e Luz (CPFL),National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/companhia-paulista-de-forca-e-luz-cpfl-80614495
2026-09-25,Fitch,RGE SUL DISTRIBUIDORA ENERGIA,RGE Sul Distribuidora de Energia S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/rge-sul-distribuidora-de-energia-sa-96554699
2026-09-25,Fitch,CPFL TRANSMISSAO,CPFL Transmissao S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/companhia-estadual-de-transmissao-de-energia-eletrica-ceee-t-97453517
2026-09-25,Fitch,BANCO BRASILEIRO CREDITO,Banco Brasileiro de Credito S.A,National Long Term Rating,AA-(bra),Rating Outlook Stable,2026-09-22,https://www.fitchratings.com/entity/banco-brasileiro-de-credito-sa-97563747
2026-09-25,Fitch,BANCO BRASILEIRO CREDITO,Banco Brasileiro de Credito S.A,National Short Term Rating,F1+(bra),,2026-09-22,https://www.fitchratings.com/entity/banco-brasileiro-de-credito-sa-97563747
2026-09-25,Fitch,LOCALIZA FLEET,Localiza Fleet S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-21,https://www.fitchratings.com/entity/localiza-fleet-sa-96673245
2026-09-25,Fitch,LOCALIZA RENT CAR,Localiza Rent a Car S.A.,Long Term Issuer Default Rating,BB+,Rating Outlook Stable,2026-09-21,https://www.fitchratings.com/entity/localiza-rent-car-sa-90199061
2026-09-25,Fitch,LOCALIZA RENT CAR,Localiza Rent a Car S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-21,https://www.fitchratings.com/entity/localiza-rent-car-sa-90199061
2026-09-25,Fitch,LOCALIZA RENT CAR,Localiza Rent a Car S.A.,Local Currency Long Term Issuer Default Rating,BB+,Rating Outlook Stable,2026-09-21,https://www.fitchratings.com/entity/localiza-rent-car-sa-90199061
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,National Long Term Rating,BBB(bra),Rating Outlook Stable,2026-09-18,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,National Short Term Rating,F2(bra),,2026-09-18,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Local Currency Short Term Issuer Default Rating,WD,,2015-09-09,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Long Term Issuer Default Rating,WD,,2015-09-09,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Short Term Issuer Default Rating,WD,,2015-09-09,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Support Rating,WD,,2015-09-09,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Local Currency Long Term Issuer Default Rating,WD,,2015-09-09,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Viability Rating,WD,,2012-03-28,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI BANCO,Omni Banco S.A.,Individual Rating,WD,,2012-01-25,https://www.fitchratings.com/entity/omni-banco-sa-80543468
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",National Short Term Rating,F2(bra),,2026-09-18,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",National Long Term Rating,BBB(bra),Rating Outlook Stable,2026-09-18,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Long Term Issuer Default Rating,WD,,2017-05-04,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Short Term Issuer Default Rating,WD,,2017-05-04,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Local Currency Short Term Issuer Default Rating,WD,,2017-05-04,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Local Currency Long Term Issuer Default Rating,WD,,2017-05-04,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Support Rating,WD,,2016-09-27,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Support Rating Floor,WD,,2016-09-27,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,OMNI,"Omni S.A. - Credito, Financiamento e Investimento",Viability Rating,WD,,2014-05-28,https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461
2026-09-25,Fitch,EFI,Efi S.A. - Instituicao de Pagamento,National Short Term Rating,F1(bra),,2026-09-18,https://www.fitchratings.com/entity/efi-sa-instituicao-de-pagamento-97765709
2026-09-25,Fitch,EFI,Efi S.A. - Instituicao de Pagamento,National Long Term Rating,A(bra),Rating Outlook Negative,2026-09-18,https://www.fitchratings.com/entity/efi-sa-instituicao-de-pagamento-97765709
2026-09-25,Fitch,TRAVELEX BANCO CAMBIO,Travelex Banco de Cambio S.A.,National Long Term Rating,BBB(bra),Rating Watch Positive,2026-09-18,https://www.fitchratings.com/entity/travelex-banco-de-cambio-sa-97542103
2026-09-25,Fitch,TRAVELEX BANCO CAMBIO,Travelex Banco de Cambio S.A.,National Short Term Rating,F2(bra),Rating Watch Positive,2026-09-18,https://www.fitchratings.com/entity/travelex-banco-de-cambio-sa-97542103
2026-09-25,Fitch,HIGHLINE II INFRAESTRUTURA TELECOMUNICACOES,Highline do Brasil II Infraestrutura de Telecomunicacoes S.A.,National Long Term Rating,A-(bra),Rating Outlook Negative,2026-09-18,https://www.fitchratings.com/entity/highline-do-brasil-ii-infraestrutura-de-telecomunicacoes-sa-97294139
2026-09-25,Fitch,ALIANCA GERACAO ENERGIA,Alianca Geracao de Energia S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-17,https://www.fitchratings.com/entity/alianca-geracao-de-energia-sa-96605787
2026-09-25,Fitch,DAYCOVAL SEGUROS,Daycoval Seguros S.A.,National Long Term Insurer Financial Strength,AA+(bra),Rating Outlook Stable,2026-09-16,https://www.fitchratings.com/entity/bmg-seguros-sa-97541371
2026-09-25,Fitch,SISPRIME,Sisprime do Brasil - Cooperativa de Credito,National Short Term Rating,F1+(bra),,2026-09-15,https://www.fitchratings.com/entity/uniprime-norte-do-parana-cooperativa-de-credito-ltda-96207048
2026-09-25,Fitch,SISPRIME,Sisprime do Brasil - Cooperativa de Credito,National Long Term Rating,AA-(bra),Rating Outlook Stable,2026-09-15,https://www.fitchratings.com/entity/uniprime-norte-do-parana-cooperativa-de-credito-ltda-96207048
2026-09-25,Fitch,COOPERATIVA CREDITO VALE ITAJAI,Cooperativa de Credito Vale do Itajai - Viacredi,National Short Term Rating,F1+(bra),,2026-09-15,https://www.fitchratings.com/entity/cooperativa-de-credito-vale-do-itajai-viacredi-97229249
2026-09-25,Fitch,COOPERATIVA CREDITO VALE ITAJAI,Cooperativa de Credito Vale do Itajai - Viacredi,National Long Term Rating,AA(bra),Rating Outlook Stable,2026-09-15,https://www.fitchratings.com/entity/cooperativa-de-credito-vale-do-itajai-viacredi-97229249
2026-09-25,Fitch,CVC OPERADORA AGENCIA VIAGENS,CVC Brasil Operadora e Agencia de Viagens S.A.,National Long Term Rating,BBB(bra),Rating Outlook Stable,2026-09-15,https://www.fitchratings.com/entity/cvc-brasil-operadora-e-agencia-de-viagens-sa-96551609
2026-09-25,Fitch,ALLIANCA SAUDE PARTICIPACOES,Allianca Saude e Participacoes S.A.,National Long Term Rating,WD(bra),,2026-09-15,https://www.fitchratings.com/entity/centro-de-imagem-diagnosticos-sa-alliar-96507481
2026-09-25,Fitch,PORTO SEGURO INVESTIMENTOS,Porto Seguro Investimentos Ltda.,Investment Management Quality Rating,Excellent,Rating Outlook Stable,2026-09-15,https://www.fitchratings.com/entity/porto-seguro-investimentos-ltda-96510346
2026-09-25,Fitch,ICRED SOLUCOES FINANCEIRAS,Icred Solucoes Financeiras S.A,ABS Primary Servicer Rating,ABPS3+,Rating Outlook Stable,2026-09-14,https://www.fitchratings.com/entity/icred-solucoes-financeiras-sa-97585696
2026-09-25,Fitch,OI,Oi S.A.,National Long Term Rating,WD(bra),,2026-09-11,https://www.fitchratings.com/entity/oi-sa-80090797
2026-09-25,Fitch,OI,Oi S.A.,Local Currency Long Term Issuer Default Rating,WD,,2026-09-11,https://www.fitchratings.com/entity/oi-sa-80090797
2026-09-25,Fitch,OI,Oi S.A.,Long Term Issuer Default Rating,WD,,2026-09-11,https://www.fitchratings.com/entity/oi-sa-80090797
2026-09-25,Fitch,TRSP,TRSP - Terminal de Regaseificacao de GNL de Sao Paulo S.A,National Long Term Rating,AA(bra),Rating Outlook Negative,2026-09-10,https://www.fitchratings.com/entity/trsp-terminal-de-regaseificacao-de-gnl-de-sao-paulo-sa-97692746
2026-09-25,Fitch,COMPASS GAS ENERGIA,Compass Gas e Energia S.A.,National Long Term Rating,AA(bra),Rating Outlook Negative,2026-09-10,https://www.fitchratings.com/entity/compass-gas-e-energia-sa-97270144
2026-09-25,Fitch,COMPASS GAS ENERGIA,Compass Gas e Energia S.A.,Local Currency Long Term Issuer Default Rating,WD,,2025-05-28,https://www.fitchratings.com/entity/compass-gas-e-energia-sa-97270144
2026-09-25,Fitch,COMPASS GAS ENERGIA,Compass Gas e Energia S.A.,Long Term Issuer Default Rating,WD,,2025-05-28,https://www.fitchratings.com/entity/compass-gas-e-energia-sa-97270144
2026-09-25,Fitch,EMBRAER,Embraer S.A.,Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/embraer-sa-94402890
2026-09-25,Fitch,EMBRAER,Embraer S.A.,Local Currency Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/embraer-sa-94402890
2026-09-25,Fitch,EMBRAER,Embraer S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/embraer-sa-94402890
2026-09-25,Fitch,LD CELULOSE,LD Celulose S.A.,Long Term Issuer Default Rating,BB,Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/ld-celulose-sa-97626283
2026-09-25,Fitch,LD CELULOSE,LD Celulose S.A.,National Long Term Rating,AA+(bra),Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/ld-celulose-sa-97626283
2026-09-25,Fitch,LD CELULOSE,LD Celulose S.A.,Local Currency Long Term Issuer Default Rating,BB,Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/ld-celulose-sa-97626283
2026-09-25,Fitch,ARMAC LOCACAO,"Armac Locacao, Logistica e Servicos S.A.",National Long Term Rating,AA-(bra),Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/armac-locacao-logistica-e-servicos-sa-97292519
2026-09-25,Fitch,CIELO,Cielo S.A. - Instituicao de Pagamento,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-09,https://www.fitchratings.com/entity/cielo-sa-90377667
2026-09-25,Fitch,CIELO,Cielo S.A. - Instituicao de Pagamento,Local Currency Long Term Issuer Default Rating,WD,,2025-04-01,https://www.fitchratings.com/entity/cielo-sa-90377667
2026-09-25,Fitch,CIELO,Cielo S.A. - Instituicao de Pagamento,Long Term Issuer Default Rating,WD,,2025-04-01,https://www.fitchratings.com/entity/cielo-sa-90377667
2026-09-25,Fitch,HAVAN,Havan S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-08,https://www.fitchratings.com/entity/havan-sa-96189218
2026-09-25,Fitch,BANCO TRIANGULO,Banco Triangulo S.A.,National Long Term Rating,A-(bra),Rating Outlook Positive,2026-09-08,https://www.fitchratings.com/entity/banco-triangulo-sa-80543474
2026-09-25,Fitch,BANCO TRIANGULO,Banco Triangulo S.A.,National Short Term Rating,F2(bra),,2026-09-08,https://www.fitchratings.com/entity/banco-triangulo-sa-80543474
2026-09-25,Fitch,BANCO TRIANGULO,Banco Triangulo S.A.,Support Rating,WD,,2011-12-15,https://www.fitchratings.com/entity/banco-triangulo-sa-80543474
2026-09-25,Fitch,COMPANHIA ESTADUAL GERACAO ENERGIA ELETRICA,Companhia Estadual de Geracao De Energia Eletrica - Ceee-G,National Long Term Rating,CCC+(bra),Rating Watch Negative,2026-09-08,https://www.fitchratings.com/entity/companhia-estadual-de-geracao-de-energia-eletrica-ceee-g-97686013
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",Long Term Issuer Default Rating,BB,Rating Outlook Stable,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",Short Term Issuer Default Rating,B,,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",Local Currency Long Term Issuer Default Rating,BB,Rating Outlook Stable,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",Standalone Credit Profile,bbb+,,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",Local Currency Short Term Issuer Default Rating,B,,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,SAO PAULO,"Sao Paulo, Municipality of",National Short Term Rating,F1+(bra),,2026-09-04,https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890
2026-09-25,Fitch,V2I ENERGIA,V2i Energia S.A.,National Long Term Rating,A(bra),Rating Outlook Stable,2026-09-01,https://www.fitchratings.com/entity/v2i-energia-sa-97576213
2026-09-25,Fitch,FERROVIA NORTE SUL,Ferrovia Norte Sul S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-01,https://www.fitchratings.com/entity/ferrovia-norte-sul-sa-97592975
2026-09-25,Fitch,ULTRAFERTIL,Ultrafertil S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-01,https://www.fitchratings.com/entity/ultrafertil-sa-96174694
2026-09-25,Fitch,VLI,VLI S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-01,https://www.fitchratings.com/entity/vli-sa-94391490
2026-09-25,Fitch,VLI MULTIMODAL,VLI Multimodal S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-09-01,https://www.fitchratings.com/entity/vli-multimodal-sa-96166129
2026-09-25,Fitch,VOTORANTIM CIMENTOS,Votorantim Cimentos S.A. (VCSA),Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/votorantim-cimentos-sa-vcsa-90449272
2026-09-25,Fitch,VOTORANTIM CIMENTOS,Votorantim Cimentos S.A. (VCSA),Local Currency Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/votorantim-cimentos-sa-vcsa-90449272
2026-09-25,Fitch,VOTORANTIM CIMENTOS,Votorantim Cimentos S.A. (VCSA),National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/votorantim-cimentos-sa-vcsa-90449272
2026-09-25,Fitch,VOTORANTIM,Votorantim S.A.,Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/votorantim-sa-82069029
2026-09-25,Fitch,VOTORANTIM,Votorantim S.A.,Local Currency Long Term Issuer Default Rating,BBB,Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/votorantim-sa-82069029
2026-09-25,Fitch,VOTORANTIM,Votorantim S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/votorantim-sa-82069029
2026-09-25,Fitch,NEXA RECURSOS MINERAIS,Nexa Recursos Minerais S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/nexa-recursos-minerais-sa-97886942
2026-09-25,Fitch,NEXA RESOURCES,Nexa Resources S.A.,Long Term Issuer Default Rating,BBB-,Rating Watch Negative,2026-08-31,https://www.fitchratings.com/entity/nexa-resources-sa-96494566
2026-09-25,Fitch,NEXA RESOURCES,Nexa Resources S.A.,Local Currency Long Term Issuer Default Rating,BBB-,Rating Watch Negative,2026-08-31,https://www.fitchratings.com/entity/nexa-resources-sa-96494566
2026-09-25,Fitch,NEXA RESOURCES,Nexa Resources S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-31,https://www.fitchratings.com/entity/nexa-resources-sa-96494566
2026-09-25,Fitch,ALLOS,ALLOS S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-28,https://www.fitchratings.com/entity/aliansce-sonae-shopping-centers-sa-96177979
2026-09-25,Fitch,BR MALLS PARTICIPACOES,BR Malls Participacoes S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-28,https://www.fitchratings.com/entity/br-malls-participacoes-sa-87213182
2026-09-25,Fitch,BR MALLS PARTICIPACOES,BR Malls Participacoes S.A.,Long Term Issuer Default Rating,WD,,2024-02-29,https://www.fitchratings.com/entity/br-malls-participacoes-sa-87213182
2026-09-25,Fitch,BR MALLS PARTICIPACOES,BR Malls Participacoes S.A.,Local Currency Long Term Issuer Default Rating,WD,,2024-02-29,https://www.fitchratings.com/entity/br-malls-participacoes-sa-87213182
2026-09-25,Fitch,MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS,Multiplan Empreendimentos Imobiliarios S.A.,National Long Term Rating,AAA(bra),Rating Outlook Stable,2026-08-27,https://www.fitchratings.com/entity/multiplan-empreendimentos-imobiliarios-sa-96177986
2026-09-25,Fitch,CAIXA DISTRIBUIDORA TITULOS VALORES MOBILIARIOS,Caixa Distribuidora de Titulos e Valores Mobiliarios S.A.,Investment Management Quality Rating,Excellent,Rating Outlook Stable,2026-08-27,https://www.fitchratings.com/entity/caixa-distribuidora-de-titulos-e-valores-mobiliarios-sa-97327792
2026-09-25,Fitch,RUMO,Rumo S.A.,Long Term Issuer Default Rating,BB+,Rating Outlook Negative,2026-08-26,https://www.fitchratings.com/entity/rumo-sa-80614433
2026-09-25,Fitch,RUMO,Rumo S.A.,National Long Term Rating,AAA(bra),Rating Outlook Negative,2026-08-26,https://www.fitchratings.com/entity/rumo-sa-80614433
2026-09-25,Fitch,RUMO,Rumo S.A.,Local Currency Long Term Issuer Default Rating,BB+,Rating Outlook Negative,2026-08-26,https://www.fitchratings.com/entity/rumo-sa-80614433
2026-09-25,Fitch,RUMO MALHA NORTE,Rumo Malha Norte S.A.,National Long Term Rating,AAA(bra),Rating Outlook Negative,2026-08-26,https://www.fitchratings.com/entity/rumo-malha-norte-sa-80614513
